name,name_hg38,n,TargetGene,category,EnhancerEffect.noAux.Rep1,EnhancerEffect.Aux.Rep1,EnhancerEffect.noAux.Rep2,EnhancerEffect.Aux.Rep2,EnhancerEffect.noAux.Rep3,EnhancerEffect.Aux.Rep3,EnhancerEffect.noAux.Rep4,EnhancerEffect.Aux.Rep4,EnhancerEffect.noAux,EnhancerEffect.Aux,ci95.EnhancerEffect.noAux.Rep1,ci95.EnhancerEffect.Aux.Rep1,ci95.EnhancerEffect.noAux.Rep2,ci95.EnhancerEffect.Aux.Rep2,ci95.EnhancerEffect.noAux,ci95.EnhancerEffect.Aux,CohesinDependence.Rep1,ci95.CohesinDependence.Rep1,CohesinDependence.Rep2,ci95.CohesinDependence.Rep2,CohesinDependence,ci95.CohesinDependence,pval.EnhancerEffect.noAux.Rep1,pval.EnhancerEffect.noAux.Rep2,pval.EnhancerEffect.noAux.Rep3,pval.EnhancerEffect.noAux.Rep4,pval.EnhancerEffect.noAux,pval.EnhancerEffect.Aux.Rep1,pval.EnhancerEffect.Aux.Rep2,pval.EnhancerEffect.Aux.Rep3,pval.EnhancerEffect.Aux.Rep4,pval.EnhancerEffect.Aux,pval.CohesinDependence.Rep1,pval.CohesinDependence.Rep2,pval.CohesinDependence,PowerToDetect.50%.CohesinDependence,adj.pval.EnhancerEffect.noAux.Rep1,adj.pval.EnhancerEffect.noAux.Rep2,adj.pval.EnhancerEffect.noAux.Rep3,adj.pval.EnhancerEffect.noAux.Rep4,adj.pval.EnhancerEffect.noAux,SCALE.normalized.observed.5Kb.noAux,SCALE.normalized.observed.5Kb.Aux,SCALE.normalized.expected.5Kb.noAux,SCALE.normalized.expected.5Kb.Aux,SCALE.normalized.oe.5Kb.noAux,SCALE.normalized.oe.5Kb.Aux,SCALE.normalized.observed.5Kb.Aux.scaled,SCALE.normalized.expected.5Kb.Aux.scaled,SCALE.normalized.oe.5Kb.Aux.scaled,DistanceToTSS.Kb,ABC.Score.noAux,ABC.Score.Aux,DistanceToCTCF,CTCFwithin5Kb,OverlapsCTCF,H3K27ac.RPM.values.noAux,H3K27ac.RPM.values.Aux,CTCF.H3K27acLow
chr11:68609123-68609649,chr11:68841655-68842181,17.0,CCND1,putative_enhancer,0.0138655518780654,0.0377808772898883,0.0448750436359176,-0.0162954614778988,,,,,0.0293702977569915,0.0107427079059947,0.0534077015803215,0.0692846569393801,0.0529600351865778,0.0815818832176588,0.0483745541703165,0.0695761607673256,-1.7248015529519292,5.231273516424101,1.363129707685813,1.8119830092500095,0.6342322439193708,2.220630783052756,0.846080360475481,0.2680096279030347,,,0.4749144971821573,0.3859429510209565,0.7133072427346433,,,0.793820397457404,0.5272910901277077,0.1597563764562356,0.583372974415032,0.0038908606465693,0.9674785282983592,0.7582711423598054,,,0.8523544649560554,1.2020236253738403,1.4605860710144043,0.5919874906539917,0.7517666220664978,2.0304882526397705,1.942871689796448,1.0458378412159728,0.5382948644541034,1.3911735666526888,799.186,0.000155,0.000328,2125.0,True,False,2.4574347723088388,2.473276447443155,False
chr11:68611143-68611998,chr11:68843675-68844530,39.0,CCND1,putative_enhancer,0.0225789534852398,0.0131970793061708,-0.0070088472294694,0.0203467225724531,,,,,0.0077850531278852,0.016771900939312,0.0469470306800425,0.039231529435657,0.0424050067296544,0.0541990564951948,0.041241628608303,0.0427588087562314,0.4155141284649019,1.8201597773873024,3.903005573713079,-6.365851168663852,-1.1543720593552314,4.516045073510948,0.5406111375975636,0.7779128903709429,,,0.8583163731343011,0.6497840117549085,0.5163364507174373,,,0.5393530527407888,0.657099479958879,0.2369128559840804,0.6192562500056362,0.0025535913823689,0.9264518871188844,0.94964856376894,,,0.977180187164678,1.2020236253738403,1.4605860710144043,0.5919874906539917,0.7517666220664978,2.0304882526397705,1.942871689796448,1.0458378412159728,0.5382948644541034,1.3911735666526888,797.002,0.000268,0.000567,59.5,True,True,4.832955052207383,1.9945777801960929,False
chr11:68624938-68625438,chr11:68857470-68857970,16.0,CCND1,putative_enhancer,0.0425784175583392,-0.0473637776284721,-0.0061746316898117,0.0073399059836333,,,,,0.0182018929342637,-0.0200119358224193,0.0730888869813128,0.1033131333484693,0.058305105553594,0.0866992921233939,0.0617600438395936,0.0855388751187998,2.1123893358313808,1.5079665711644523,2.1887196439172856,-10.781572293410315,2.099442563182443,3.002917042381942,0.3738071542774275,0.8697429346013648,,,0.6937743881685038,0.2964642280126128,0.8829032693546409,,,0.6269476741623771,0.0150183399016921,0.6963158850444191,0.1907529063316412,0.0030229166964609,0.853445588667402,0.9879533241613826,,,0.9647696370854824,1.233359456062317,0.0,0.5990628004074097,0.0,2.0588150024414062,0.0,0.0,0.0,0.0,783.384,0.000198,0.000175,13677.0,False,False,0.2457434772308838,0.3989155560392185,False
chr11:68631262-68631762,chr11:68863794-68864294,20.0,CCND1,putative_enhancer,-0.028551060541068,-0.0578065880262578,-0.025711138298725,-0.0239404782852139,,,,,-0.0271310994198965,-0.0408735331557358,0.067185291938837,0.1238293266281448,0.0835258860135049,0.0820644731902181,0.0702918473250817,0.0952022101289529,-1.0246739326235703,-3.766591888160611,0.0688674298640031,-2.9635221125771425,-0.5065196040585558,-2.464308921576088,0.3441974045103947,0.4843384304081485,,,0.3701033852624799,0.1663876991301589,0.5639260138449371,,,0.2785734646933596,0.6000747541108689,0.96414646111014,0.6915461168436872,0.0035852274192502,0.8129911545449142,0.8795904312073413,,,0.8083429586067552,0.0,0.3875758647918701,0.0,0.7854357957839966,0.0,0.4934532642364502,0.2775197667466635,0.5624033347832629,0.35333220468931514,777.06,2.5e-05,4.2e-05,20001.0,False,False,0.0819144924102946,0.0,False
chr11:68637041-68637541,chr11:68869573-68870073,19.0,CCND1,putative_enhancer,-0.00753411758715,0.034730402615701,0.001081804812817,-0.0113118995709884,,,,,-0.0032261563871665,0.0117092515223562,0.0942697368136056,0.0796021232042006,0.0814931440542332,0.0749787828752096,0.0855170829529575,0.0729371615006203,5.609750539988428,-10.188238255561004,11.456506975165288,49.44369845065582,4.629474246486065,-16.917154683174275,0.7192044486104603,0.9896569639667564,,,0.8507779985068211,0.4031770935448877,0.7852795846653466,,,0.7641075064586648,0.2947497115824998,0.655150858992734,0.5982733255499342,0.00211285699002,0.9523207628151312,1.0,,,0.977180187164678,1.327620267868042,0.0,0.6111530065536499,0.0,2.172320604324341,0.0,0.0,0.0,0.0,771.281,9.2e-05,7.8e-05,20508.0,False,False,0.4095724620514731,0.4786986672470622,False
chr11:68637805-68638305,chr11:68870337-68870837,19.0,CCND1,putative_enhancer,-0.0093459796247254,0.0189304719354102,0.0009438596031453,-0.0521248438994644,,,,,-0.00420106001079,-0.0165971859820271,0.0634721971427382,0.0532718320251476,0.0552067001979982,0.0969414472696652,0.0452377493668188,0.0688980945810946,3.025520351588221,-6.4581275117567385,56.225209052024375,106.49036957234806,-2.9507138530272927,-15.037996039266268,0.6786596046573048,0.9924233275466304,,,0.8252005597674291,0.6452316114341523,0.2279810790327161,,,0.659256872439552,0.37064145096279,0.3144435162872618,0.7050503561828109,0.0021207110321827,0.9485941092512744,1.0,,,0.977180187164678,2.0063014030456543,4.650072574615479,0.6124653220176697,0.7887322902679443,3.275779485702514,5.895628452301025,3.329637300700708,0.5647637562216776,4.221504953065627,770.517,0.000217,0.000318,19744.0,False,False,0.9010594165132408,1.356312890533343,False
chr11:68657496-68657996,chr11:68890028-68890528,21.0,CCND1,putative_enhancer,-0.0324799408180939,-0.0895019975312478,-0.0971865655025012,-0.0804058469190941,,,,,-0.0648332531602975,-0.084953922225171,0.0899425790467875,0.0989211216187627,0.119450678888734,0.0971360444466926,0.0920577628649661,0.0901331383407205,-1.7556083932698567,-2.090830174884582,0.1726650025818144,-0.8098797311772925,-0.3103448937711936,-1.0117625559694687,0.2894391179257427,0.0102417188590068,,,0.0448007305502487,0.026138386486046,0.0529591599199443,,,0.0216426312952129,0.1154396632373298,0.6804953174323075,0.5544575924543054,0.014091884932175,0.7642222562148806,0.1353462593519387,,,0.3056991025781677,2.7787411212921143,0.0,0.6463327407836914,0.0,4.299242496490479,0.0,0.0,0.0,0.0,750.826,0.000177,9.9e-05,53.0,True,True,0.1638289848205892,0.1595662224156874,True
chr11:68671053-68671571,chr11:68903585-68904103,20.0,CCND1,putative_enhancer,0.0162848136395262,0.0497210343353808,0.0015391582449459,-0.0134253521681588,,,,,0.008911985942236,0.0181478410836109,0.1306731224023247,0.1344635330573914,0.1257260126901616,0.1123958146637506,0.1238882759483944,0.1155433980534991,-2.0532148194007447,8.986247214420617,9.722528831744793,46.34473440865299,-1.0363408561501104,10.33305963566811,0.794137178241862,0.9804001287031447,,,0.8773131788619408,0.2385022138235767,0.7473289499997331,,,0.6420924601519431,0.6593410015016455,0.6855392902639195,0.8462470035421293,0.0021634934958235,0.959422797571454,1.0,,,0.981688058662236,1.1107720136642456,2.5959150791168213,0.628657877445221,0.8093453049659729,1.7668943405151367,3.207425832748413,1.8587786616628312,0.579523496315438,2.296644734159499,737.26,0.000679,0.001019,13513.0,False,False,7.372304316926516,4.148721782807872,False
chr11:68671627-68672127,chr11:68904159-68904659,21.0,CCND1,putative_enhancer,-0.030334970796692,-0.0299871183541174,-0.0499623823520318,-0.0260906242382886,,,,,-0.0401486765743619,-0.028038871296203,0.0597102636877585,0.065287844564024,0.0579774391768387,0.0759897596292461,0.0538553416512387,0.0681827946749433,0.0114670439245182,-1.8883061509057248,0.4777946324805779,-1.0736409538894396,0.3016240212981759,-1.1598197735976077,0.3070804483008394,0.1631260336400163,,,0.1866633612453385,0.4453801153421516,0.5194933143767808,,,0.4378416113497546,0.9906214001074278,0.3934262903567717,0.6158264920543305,0.0105553456937111,0.7838434915062993,0.6176735510782545,,,0.6665807134647115,1.1107720136642456,2.5959150791168213,0.628657877445221,0.8093453049659729,1.7668943405151367,3.207425832748413,1.8587786616628312,0.579523496315438,2.296644734159499,736.695,0.000406,0.000609,14078.0,False,False,6.553159392823569,4.388071116431403,False
chr11:68693109-68693609,chr11:68925641-68926141,6.0,CCND1,putative_enhancer,0.0020744790013481,0.0120602909472368,-0.0622152932257163,0.0698343537919644,,,,,-0.030070407112184,0.0409473223696006,0.0992453658152378,0.1994209729397212,0.0837367495998565,0.1264439463073581,0.0700106073350465,0.1518282841045715,-4.813648120515687,108.14716326046498,2.122462824993948,-2.00380439839059,2.361714931787855,-4.48108171168662,0.9500393891483876,0.3478390389776322,,,0.5819406356957999,0.8694799617836091,0.3598453338995053,,,0.5449076885365127,0.9338669169242206,0.0925235332457452,0.3489565513756614,0.0023521920870333,0.9802642495526698,0.7987869063695948,,,0.9188009574863686,0.0,4.644473552703857,0.0,0.8012547492980957,0.0,5.796500205993652,3.3256281778525727,0.5737303359931205,4.150525177769245,715.213,7.3e-05,0.000244,35560.0,False,False,0.0819144924102946,0.0797831112078437,False
chr11:68717716-68718216,chr11:68950247-68950747,20.0,CCND1,putative_enhancer,-0.0138424295372679,0.0256078492848465,-0.015388465649782,0.0284932006197721,,,,,-0.0146154475935249,0.0270505249523093,0.0668498268973322,0.0949086295994639,0.0475816043729575,0.1172888671049145,0.0503946333948095,0.1021218069306994,2.8499533781914885,-6.210267160044933,2.851594646811054,-6.8407956917202455,2.8508174162448165,-5.891797916827188,0.5851004704556524,0.664976304413169,,,0.5924810653409682,0.5318242364002286,0.5155475517755649,,,0.4817841214103717,0.3796645340939566,0.4240389741827255,0.3548487673993767,0.0023319089273872,0.9264518871188844,0.9288596595200626,,,0.9201150803325696,3.610116958618164,1.4195101261138916,0.6999815106391907,0.8297696709632874,5.157445907592773,1.7107278108596802,1.016425827509158,0.5941481564205429,1.2249492968086577,690.607,0.000217,0.00018,50502.5,False,False,0.2457434772308838,0.3191324448313748,False
chr11:68723561-68724061,chr11:68956092-68956592,18.0,CCND1,putative_enhancer,-0.0293426096119663,0.0044594106017189,-0.0198583811245141,-0.0292115043145338,,,,,-0.0246004953682402,-0.0123760468564074,0.0403636992892493,0.0679514571822796,0.0441957041666446,0.0868090505887905,0.0344465966057504,0.074476362359783,1.1519773006113376,-2.1830248336080977,-0.4709912218611654,-4.158862489284047,0.4969187948798278,-2.5458941688308823,0.3522298343201738,0.5980018277629827,,,0.4264018513823998,0.9167624848154772,0.5046697548277255,,,0.7479877072214502,0.3154917511112486,0.8269818709701398,0.706785822532545,0.0034521239515663,0.8245021233862365,0.9107740295017802,,,0.8251153466261756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,684.762,3.5e-05,5.5e-05,44657.5,False,False,0.4914869544617677,0.2393493336235311,False
chr11:68742073-68742855,chr11:68974604-68975386,28.0,CCND1,putative_enhancer,-0.0163199211632999,0.0022525067543585,-0.0024959542593557,0.0087011260777999,,,,,-0.0094079377113278,0.0054768164160792,0.0819468394629011,0.0435727556896017,0.0622522824803195,0.0518571105111525,0.0680420031684003,0.0431753832697768,1.1380219139430643,-4.376496708955759,4.486091960694015,-18.28296272014775,1.582148456349234,-5.115868299234679,0.4837418127302199,0.9229915397296266,,,0.6627820117704645,0.9479174565166352,0.8159219290746137,,,0.8672012523300836,0.6144308692663183,0.6344439253750969,0.5494742915575406,0.0024337468586739,0.9180806192935166,0.9915393279778286,,,0.958371773252583,1.2452131509780884,0.0,0.755678117275238,0.0,1.6478089094161987,0.0,0.0,0.0,0.0,666.109,0.000635,0.000544,26004.5,False,False,3.9318956356941417,3.909372449184341,False
chr11:68748205-68748705,chr11:68980736-68981236,35.0,CCND1,putative_enhancer,-0.0346528706270463,-0.0239222739249514,-0.0188663843894646,0.0065663236785046,,,,,-0.0267596275082555,-0.0086779751232233,0.0527398647934752,0.0421117032232694,0.0454588705508948,0.0445054581002636,0.0442173487477056,0.0383019297279094,0.3096596763247585,-1.250806667276367,1.3480435648375455,-2.328783902686797,0.6757064304969793,-1.1948003083369605,0.1484099871418447,0.4928582389088062,,,0.2442736537411658,0.4330625107894074,0.847283268010097,,,0.7516347950013009,0.6306229662164708,0.2644919214771065,0.2754442323780028,0.0107357329914092,0.6076981279743442,0.8825797622998175,,,0.7456774693151378,1.0966216325759888,0.0,0.7595579624176025,0.0,1.4437628984451294,0.0,0.0,0.0,0.0,660.118,6e-05,9.4e-05,20013.5,False,False,0.2457434772308838,0.0797831112078437,False
chr11:68768160-68768660,chr11:69000692-69001192,14.0,CCND1,putative_enhancer,-0.0040568806668299,-0.0507021398218384,0.0163717108972155,-0.0172033792428271,,,,,0.0061574151151927,-0.0339527595323328,0.0996567881063551,0.1274377869246026,0.0612117636112279,0.0770723229136058,0.0774891426469585,0.0975652339674282,-11.497813957504755,-26.165572970696772,2.050799110174433,3.294281662565292,6.5141254726447535,11.374918300018583,0.8152770307555066,0.7197234296778571,,,0.9453801018871189,0.2975452597033055,0.7235699099124444,,,0.4426363694860782,0.4046937074964852,0.2440750203881787,0.2819780512723327,0.0021440225595812,0.959422797571454,0.9368968336454896,,,0.9985012395314802,0.0,1.257420778274536,0.0,0.8827203512191772,0.0,1.4244837760925293,0.9003633940842778,0.6320629539314326,1.0199871591279168,640.162,0.000197,0.000401,57.5,True,True,2.047862310257366,2.2339271138196235,False
chr11:68775739-68776663,chr11:69008271-69009195,35.0,CCND1,putative_enhancer,-0.0027446466791368,-0.0218896303992772,-0.0233503330791311,-0.0560301717718413,,,,,-0.013047489879134,-0.0389599010855592,0.0590264636673788,0.0729067410751879,0.0658930238870449,0.0854406035068282,0.056285810965364,0.0716302306413385,-6.975390991368289,-19.33337907066219,-1.399544862249394,-3.1163500695060438,-1.986007381225513,-4.201110926795397,0.7533036587282155,0.4117765627102389,,,0.5326144817183387,0.4891737542953872,0.0923897388857997,,,0.1833674405631767,0.4842869064684297,0.3849138504656815,0.3606866212002402,0.0026223434457817,0.9544798265490904,0.8469123985909984,,,0.8910357146304485,0.0,1.3954846858978271,0.0,0.8765760660171509,0.0,1.5919721126556396,0.9992226547359291,0.6276634008348873,1.139915483665725,632.371,0.000712,0.001489,4847.0,True,False,11.386114445030952,12.765297793254993,False
chr11:68777725-68778225,chr11:69010257-69010757,18.0,CCND1,putative_enhancer,0.0101560829452074,0.0315211106365951,-0.0344309861883954,-0.0229873909575707,,,,,-0.012137451621594,0.0042668598395121,0.0526932129899643,0.0651402499527017,0.0582565180672336,0.0599540648352047,0.0487721699417058,0.055366991720259,-2.1036680978929643,6.530145537133355,0.332363272088954,-1.4449295350575837,1.3515449513241309,-4.422280897520853,0.9180693564215648,0.3688775090101661,,,0.660443149542268,0.4566843564517452,0.5943910362636733,,,0.9174399993532424,0.5361719255005608,0.6578022725824215,0.5570595674500127,0.0025187748717899,0.9730425641966968,0.8198095385935759,,,0.9571551137543718,0.0,1.545559644699097,0.0,0.8754827380180359,0.0,1.7653799057006836,1.1066823067537581,0.6268805344109035,1.2640823749755261,630.597,0.000191,0.00041,3073.0,True,False,4.095724620514732,4.228504894015717,False
