baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
PRKDC	20780.5492231649	-0.626109838425161	0.0495779168919615	-12.6288048727331	1.46486149061478e-36	6.17372533680921e-34
CDC25A	3523.83714294951	-0.881228136579188	0.0708443368983447	-12.4389354909719	1.60630348302384e-35	6.47549821504221e-33
SERPINB1	1798.16392898552	1.28424855496003	0.103242379660993	12.4391607320268	1.60178062467597e-35	6.47549821504221e-33
ODZ3	878.375383213383	2.61479395714924	0.210404782309872	12.4274454622344	1.85466824478509e-35	7.31765275133929e-33
C6orf99	2060.66076533642	1.24094578136249	0.100608979076195	12.3343442380295	5.91686665084896e-35	2.28588281611132e-32
IRS1	6620.18091484593	-1.90280148894631	0.154430294224412	-12.3214263011196	6.94548895297294e-35	2.62851320701898e-32
SASH1	4863.02310881453	1.07008076202515	0.0869224489330498	12.310752574969	7.9280454093632e-35	2.94035348142462e-32
LINC00505	876.657995749323	1.06752551182247	0.0867265710144813	12.3090939643425	8.09265540027733e-35	2.9425529753479e-32
BLVRB	2823.68816258638	1.08803818199242	0.0886298696376281	12.2762019897013	1.21572758189136e-34	4.33547159203718e-32
FRAS1	17402.950335857	-1.04322966520813	0.0849946244568535	-12.2740664115495	1.24823303417242e-34	4.36740252560252e-32
NFATC2	1937.75995590703	1.35262726439518	0.110426071000421	12.2491659092899	1.69732586325914e-34	5.82874274227362e-32
TRAP1	13471.2073950659	-0.627081879847925	0.0514722827590945	-12.1829040064699	3.8338346869872e-34	1.29262964428165e-31
KLF4	1456.76357467589	1.07674152402431	0.0884124103437935	12.1786242433317	4.04039751350256e-34	1.33794877661413e-31
CHPF	3624.21527838042	-1.03468248059566	0.0853698711300261	-12.119995812337	8.27633683139135e-34	2.69256824914598e-31
ITPR2	3755.19752852441	1.08831151931978	0.0901104191469773	12.0775325386586	1.38823315921184e-33	4.43851650076282e-31
NFAM1	145.071620010042	2.16423207091273	0.179707897940752	12.0430548446249	2.10994884386807e-33	6.63167650181177e-31
NFAT5	15325.359331093	-0.737329355358982	0.0627263306251434	-11.7547024991038	6.67955938172668e-32	2.06442915291233e-29
B3GALT5	411.537154233494	1.51895542051174	0.129536244291344	11.7261035999732	9.36722073557622e-32	2.84763510361517e-29
STX11	504.23234135259	1.70124164488401	0.145105328896072	11.7241844791412	9.58193719707557e-32	2.86592650617047e-29
DHODH	1927.61617313693	-0.953734721053531	0.0815078392365712	-11.7011410189071	1.25751138647562e-31	3.70147478584188e-29
KIAA1609	7192.43627628943	1.03677139696591	0.0886246655246649	11.6984520147765	1.29799669335191e-31	3.76094541898715e-29
PRMT7	3255.60138445685	-0.680682405292604	0.0584688045609574	-11.641804726535	2.52612990140109e-31	7.20685429101258e-29
CDC14A	2681.71830347545	0.880013730970768	0.0758260150932209	11.6056966713716	3.85534893147747e-31	1.08323622098967e-28
PPP1R1C	5210.55528956817	1.01199948047656	0.0872111374999374	11.6040165222852	3.93181877552966e-31	1.0882335428869e-28
HMSD	1182.78967736779	0.915561179618732	0.0794869462797597	11.5183841180205	1.06591161399002e-30	2.90680367203396e-28
GRAMD1C	991.737673926689	0.985898881531804	0.0860394622544968	11.4586825126313	2.12726051644048e-30	5.71708971259018e-28
PIP4K2A	13313.4386807969	-0.651377096675272	0.0570594314669326	-11.4157656311869	3.48818692277947e-30	9.24070547086034e-28
CMTM7	9536.27235214753	-0.64975854339151	0.0570153688561821	-11.3961999444481	4.36770612985161e-30	1.14077102073195e-27
OLFM1	233.837820237568	1.54906190721815	0.136336144363166	11.3620780054614	6.45897258527751e-30	1.66354427251925e-27
CTNNA1	14748.2116163002	0.696097941878062	0.0613438711545395	11.3474733298854	7.6336802799292e-30	1.93916393302749e-27
TRIML2	726.370859236336	1.55171642111567	0.137606805273041	11.2764511757739	1.71526728644808e-29	4.29836710268828e-27
TDRD7	1245.94446437029	0.754924041945346	0.0671014335147151	11.2504905246144	2.30307648587403e-29	5.69443338053973e-27
CPA4	3777.66069635001	1.80782677483527	0.160880500478262	11.2370782628162	2.6810944995837e-29	6.54187057898423e-27
KITLG	39275.9063982867	-1.55695568525601	0.138799015572319	-11.2173395382965	3.35203343147185e-29	8.07274129262518e-27
MED13L	23239.8819955663	-0.867489822408452	0.0773929820893719	-11.2088951606322	3.68767620712337e-29	8.76721379293536e-27
SCHIP1	1813.49568767523	1.07200614550853	0.095676086768538	11.2045358638251	3.87378836099855e-29	9.09310523624774e-27
SLC25A10	19394.6496176759	-0.615525060046139	0.0550884748227925	-11.1733908412993	5.50388501308942e-29	1.27580054603413e-26
FILIP1L	6407.99531166475	-0.63823431993632	0.0571764905848672	-11.1625304982471	6.21956236670386e-29	1.4238958583723e-26
L3MBTL3	1826.53498956678	-1.01328954110524	0.0913863183319049	-11.0879785902425	1.43493624372727e-28	3.24505581752176e-26
SERPINB8	1310.07140550862	1.04817832993131	0.0948835659481627	11.0469955408712	2.26674452337505e-28	5.06439884836951e-26
TRIM5	608.811093822757	0.964617292074063	0.0873521271946251	11.0428597797607	2.37356347326905e-28	5.23992393432158e-26
SPAG17	1673.3015341925	-0.886727893659289	0.0806116066218856	-11.0000027392897	3.8212030695492e-28	8.28340713468281e-26
CLU	2134.12794677484	1.30095822409882	0.118274043748785	10.9995243492483	3.84152833036412e-28	8.28340713468281e-26
AACSP1	1919.94232682056	-0.806315438082775	0.0733837550821518	-10.9876557445189	4.38158832522658e-28	9.33933033367835e-26
CENPM	1653.83309123844	-0.916063462236896	0.0834883452417869	-10.9723514052641	5.1904718538935e-28	1.09377397793865e-25
GPR125	6800.04825956658	-0.616269343333732	0.0561943098358216	-10.96675704594	5.5217458217539e-28	1.15050847773713e-25
GADD45G	130.046874373289	2.14460150626574	0.19567606296449	10.9599583810868	5.95267375588897e-28	1.22651535699117e-25
STAM2	1420.77268782226	0.766853582855656	0.0700276512182283	10.9507254565186	6.59175496845064e-28	1.34326927620823e-25
MCM10	4052.08117962236	-0.787415296099652	0.0720915526375414	-10.9224349773486	9.00487361103735e-28	1.81506930698996e-25
SCD	8241.53808243478	-1.23656757735301	0.113438911903498	-10.9007355289599	1.14329313145413e-27	2.27970191717048e-25
ATP2C2	5549.52896128285	0.951825339725797	0.0876406146573236	10.8605507098216	1.77674461062505e-27	3.50510128291819e-25
PTPRM	4038.32784491324	0.704107867119959	0.0650242944798557	10.8283814957514	2.52580231839044e-27	4.93036612549814e-25
C19orf21	1938.43748133849	1.10927292414584	0.102627572404335	10.8087222386542	3.12999320032717e-27	6.04610353196533e-25
SLFN5	1056.66486182177	1.09208519770589	0.101318385900681	10.7787465028946	4.33756164286563e-27	8.29234465003095e-25
GEMIN5	3454.11852124628	-0.824482487955952	0.0766415389509734	-10.7576452566194	5.45461408876391e-27	1.03214656797998e-24
LRPPRC	14914.6133628331	-0.587680708128647	0.0546395917476086	-10.7555838052975	5.57796813490385e-27	1.04482667771371e-24
LEKR1	2223.72827370741	1.03955471071895	0.0971546650348977	10.6999978883726	1.01780536495115e-26	1.8874182687654e-24
KIAA0513	2605.53717780286	0.799083725463408	0.0747025565695679	10.6968725323242	1.05271481187287e-26	1.93282608627431e-24
SNX10	3024.33750639605	0.597634974668463	0.0558808030491025	10.694817219132	1.07631655247657e-26	1.95678570089465e-24
SAMD11	2936.11138137258	-0.663855781178226	0.0621249675292974	-10.6858129280335	1.18605357452007e-26	2.13535703746603e-24
SLC25A24	3128.96690895301	0.963373079928962	0.0902627214028692	10.6729895238716	1.36173322955347e-26	2.4280750970038e-24
C3orf26	8320.90349025816	-0.627689701132023	0.0588489543012099	-10.6661147778308	1.46630006261246e-26	2.58962555819861e-24
OBSL1	845.802431396057	-1.07952914302036	0.101539066516107	-10.631663063882	2.1229259160286e-26	3.71391869687116e-24
WDR44	1980.228304971	0.655127976846286	0.0616906072635779	10.6195741281521	2.41661090795513e-26	4.18818996982429e-24
LIMA1	5535.5999548557	0.999976038357361	0.0943079801574359	10.603302463779	2.87639903964431e-26	4.93888368436704e-24
TTI1	4220.78072431597	-0.608063627129463	0.0574607672436778	-10.5822399577577	3.60241305146195e-26	6.12872914002848e-24
LAMB3	2180.37742410129	1.65672997148622	0.156582737249402	10.5805403621692	3.66836430563014e-26	6.18419524396412e-24
SYT15	2529.28570478784	1.72468624734504	0.163672900587192	10.5373964850477	5.80846591276255e-26	9.70380107083502e-24
SEC24D	4699.57435643275	1.07938967701832	0.102871190323747	10.4926332982184	9.33887140649625e-26	1.54625028001845e-23
SUSD1	3266.53551519791	0.73045645854999	0.0696396916688793	10.4890823185023	9.69655655542237e-26	1.59126499790931e-23
PSENEN	203.19992544722	1.7885551413101	0.170561996405635	10.4862465203357	9.99192647501896e-26	1.62535337326975e-23
FAM214A	984.112931463989	1.27856635385878	0.12277296890925	10.4140705011692	2.13876555462194e-25	3.44880595173124e-23
KCNAB2	6702.85916411526	-0.746592946193095	0.0717660452331951	-10.4031501773176	2.39869501778436e-25	3.83460348360285e-23
PUS7	7904.24274448815	-0.649211456802224	0.0624464245356238	-10.3962950902316	2.57761190111906e-25	4.08540470891896e-23
HERC6	967.12774951918	0.751459944376679	0.0724684832576236	10.3694725016565	3.41404114010366e-25	5.36525244932901e-23
BTBD10	1975.31470772593	0.823863103342059	0.0795155216918807	10.361035000619	3.72904824601733e-25	5.81104795581054e-23
ZNF469	7059.82547499361	-0.760302784878889	0.0734209389288959	-10.3553944688068	3.95552651182418e-25	6.11260696960563e-23
NDRG1	7351.74427395605	1.40262810958163	0.13547491006451	10.3534160599459	4.03814983642428e-25	6.18871492286379e-23
PRKG2	573.190532380136	1.13787540467763	0.109927268999817	10.3511659575525	4.13419989776092e-25	6.28398384459659e-23
FKBP5	5467.25907517524	-0.546699650572755	0.0529133377985453	-10.3319819410029	5.05060787605699e-25	7.6145099555773e-23
BEND3	1469.9259516467	-0.813295363931912	0.0791528842847816	-10.2749934039773	9.13506858487688e-25	1.36613477288675e-22
PSORS1C1	3801.89724460737	0.991863241296209	0.0965842076042937	10.2694142851995	9.67905074289417e-25	1.43590653580984e-22
TUSC3	323.131729711082	1.25909541435785	0.122674690004897	10.2636934669049	1.02701748233057e-24	1.51150890415382e-22
SCUBE1	1131.52046343847	1.06029726933641	0.103337856598284	10.2604921781784	1.0616424256328e-24	1.55016512920745e-22
HHLA3	622.767659499994	1.04106393655273	0.101599979114864	10.2466943952394	1.22460117020459e-24	1.7741409453339e-22
SYNE1	1310.17909019459	1.14628065812834	0.111952743480855	10.2389688942671	1.32642415914714e-24	1.90676043466858e-22
DYNC1I1	173.389905385371	1.45333233933732	0.1424823727637	10.2000851835026	1.98098679168823e-24	2.82580146654358e-22
MDN1	11275.3191251942	-0.568222332113443	0.0558566718766245	-10.1728641006132	2.62086669368487e-24	3.71002686776277e-22
C1orf49	467.443895732474	1.32253784923534	0.130051511411297	10.1693385558029	2.71747722969316e-24	3.81764376874469e-22
MARCH10	1049.27831045027	1.42853527295252	0.140950089191583	10.1350434125005	3.86201987454173e-24	5.38475913936104e-22
MEIS3	2066.47104510888	0.689099908304871	0.0680736647748778	10.1228560352047	4.37460616508022e-24	6.05393259143639e-22
KIF3C	1007.98456245555	1.40086202787465	0.138699197638135	10.1000009497495	5.52416544313307e-24	7.58815733166368e-22
ZNRF3	10214.5765608114	-0.525476775002702	0.0520470211676718	-10.0961930810575	5.7428433384375e-24	7.83053579911655e-22
HSPB8	350.849778672536	1.29382531724884	0.128285642253485	10.0855036816381	6.40359156559079e-24	8.66775197024202e-22
FER	6821.40960746327	0.647524782707491	0.0644257541644728	10.0507132761601	9.1204857081326e-24	1.22558178964935e-21
NCEH1	2687.19112263098	0.881637486828569	0.0879937392375545	10.0193206297147	1.25361674076003e-23	1.6724509957305e-21
OSGIN1	3046.16418856132	1.18098438448066	0.118461869357972	9.96932085304105	2.07643795465148e-23	2.75039038793264e-21
CDHR3	3450.65168463601	-0.725562418772675	0.0728244346156665	-9.96317269885934	2.20898466947837e-23	2.90520650431255e-21
TONSL	8903.95533075713	-0.686636148188723	0.0692344624043437	-9.91754863609145	3.49227675548667e-23	4.56061832068626e-21
GULP1	12435.7450970869	0.755665660763824	0.0764242097439595	9.88777853634989	4.70349120841699e-23	6.09940845936256e-21
PVRL3	20178.4071850611	-0.783089747982426	0.0793097112603991	-9.87381917721643	5.40659701787721e-23	6.96249549302187e-21
DHX33	2144.369856461	-0.572557920143222	0.0581044061740161	-9.85395011917817	6.59018138969303e-23	8.40225633107654e-21
PARVB	6141.11821371008	-0.486482507299162	0.0493711987623872	-9.85356887201577	6.61523632623584e-23	8.40225633107654e-21
BDNF	2645.31465787077	-1.12409469557333	0.114467175541091	-9.82023615293808	9.21274730512093e-23	1.16218493895349e-20
CHDH	1693.35025775076	-0.851325999932229	0.0867887133007431	-9.80917872329995	1.02801812892181e-22	1.28807893126527e-20
DNAJC27-AS1	1421.56990437699	0.728292621116507	0.0743087678357234	9.80089755661897	1.11589616736945e-22	1.38880392803349e-20
IL31RA	286.550115520801	1.32891172198379	0.135637000764025	9.79756050707556	1.15337465184547e-22	1.42587863625482e-20
POLD1	5191.88628373633	-0.700017738489054	0.0715886460584916	-9.77833465263617	1.39486690586735e-22	1.71300741075524e-20
TNFRSF21	2772.69651479167	-0.925991492868541	0.0947065620926839	-9.77747974804878	1.40669625378088e-22	1.71616942961267e-20
RBMS2	5267.96994862902	0.983941214281432	0.100800403090408	9.76128253573481	1.65054497101501e-22	2.0005036563727e-20
IQGAP1	5647.85242877472	0.560966701372806	0.0575745296084759	9.74331366990834	1.97022732236463e-22	2.37246074454089e-20
SP100	3332.70462610568	0.793719984030307	0.0815120585558882	9.73745477776271	2.08716405884748e-22	2.49705614885598e-20
CDCA7	1611.72136006827	-0.727392247461675	0.0748313511881283	-9.72042113248749	2.46758800261984e-22	2.93326614875528e-20
CTRL	1971.18380458505	-0.782997158751592	0.0805810268518946	-9.71689229265737	2.55459201093145e-22	3.017347404504e-20
CARNS1	1614.23001101174	-0.677355428972979	0.0699857458612771	-9.67847696180313	3.72219482595915e-22	4.36863169953079e-20
RRP1B	5794.80390067222	-0.729532921002947	0.0754129174046421	-9.67384562366817	3.89461952851472e-22	4.54225311552056e-20
RNF222	1298.98988653576	0.855565003339268	0.088503346657005	9.66703560550103	4.16260785187831e-22	4.82446250032696e-20
EIF2C4	1022.84380954673	0.830373594295181	0.0861266765161086	9.6413054338614	5.35031840528095e-22	6.16250338556087e-20
NDRG4	9484.90195470682	-0.892125203617316	0.0925760429281632	-9.63667462336431	5.59718061740881e-22	6.40704428205117e-20
APAF1	1866.44227982908	0.777893208219627	0.0808295458802979	9.62387205999678	6.33986431916025e-22	7.205453680432e-20
CPLX1	820.219591611192	-0.985723587048955	0.10243044199882	-9.62334602695856	6.37238138260811e-22	7.205453680432e-20
GAD1	2107.56001003072	0.790376776531814	0.082401969702392	9.59172188949351	8.66270543773772e-22	9.73583088711565e-20
BCL2L11	2879.40138812209	-0.668541973760009	0.0700911981174529	-9.53817300482897	1.45370654049164e-21	1.62394783655886e-19
MOB3B	951.907244402062	0.798200507169997	0.0838463097550713	9.51980486084207	1.73504558252964e-21	1.92662786122333e-19
CAST	4881.73723259957	0.539131572823278	0.0566565233861572	9.51578989675536	1.80337570515884e-21	1.99058327836104e-19
PDPR	2547.26158497549	-0.629618530106957	0.0662358017595251	-9.50571312464583	1.98681978448819e-21	2.18009385109757e-19
PYCRL	3181.5951801226	-0.622496976261479	0.0656434576994269	-9.48300101910862	2.47073066277543e-21	2.69513114179456e-19
LIPH	1546.4775912029	1.10138016404028	0.116282847066351	9.47156172923627	2.75690540542003e-21	2.98971075076661e-19
SESN3	440.294563642146	1.19415206461649	0.126096519672321	9.47014293272851	2.79461030636322e-21	3.01297985588369e-19
PLCD3	5858.18145249345	0.548803091254827	0.0580866484501971	9.44800751803344	3.45341551517846e-21	3.701742041241e-19
AP1S3	8282.9109889668	-0.723504690657079	0.0766225953711623	-9.44244562785168	3.64178300768889e-21	3.88121977555074e-19
LONRF2	604.654567630835	1.52048507638487	0.161953896601492	9.38838217722054	6.0928893088514e-21	6.4563736767623e-19
MPV17L2	1410.04150171204	-0.838389160322159	0.0893096472181756	-9.38744230255494	6.14748974923354e-21	6.47721874487425e-19
COPS6	2109.93107692863	-0.971157767892196	0.103872673235026	-9.34950201671253	8.80613555721719e-21	9.22604394197941e-19
ABHD4	877.74479687789	1.0974010075348	0.117434803087829	9.34476814947318	9.20910131089046e-21	9.59402105107599e-19
FAM173A	4300.8877411935	-0.702824610808973	0.0754656181096543	-9.31317636314517	1.24065417157367e-20	1.28528999763475e-18
IFLTD1	145.432145936623	1.52079744999045	0.16332786464807	9.3113165550005	1.2625748220799e-20	1.30073263892499e-18
STYK1	1200.66287375666	0.701085881512567	0.0756051452273956	9.27299166483881	1.80996578402341e-20	1.85436494469227e-18
TOMM40	4440.41234484616	-0.696369629734895	0.075121425775171	-9.26992029968975	1.86285069291274e-20	1.89806061809746e-18
MTSS1	4488.01416593144	-0.550802966398914	0.0594567328990467	-9.26392923967312	1.97044400127985e-20	1.99671658796358e-18
CDS2	2440.21751492209	0.685043958754047	0.0742739623556038	9.22320470091848	2.88350642113273e-20	2.9060729931242e-18
PPARGC1B	5465.88680741165	-0.792322963485462	0.08615240942905	-9.19675919380958	3.68907989661119e-20	3.6978539244734e-18
LPP	19808.2455082124	0.764063179357141	0.0831496479994385	9.1890127948864	3.9646303985279e-20	3.95269387689792e-18
LINC00461	369.425578475794	1.09852395600852	0.119768222453847	9.17208198887518	4.63969919315644e-20	4.60099368117075e-18
SUN3	362.300826355745	1.26417493324888	0.137865466828013	9.1696271904402	4.74657730837884e-20	4.68194306417964e-18
LAMC2	1109.8065839595	1.04673318736128	0.114186264169937	9.16689231380301	4.86851732783913e-20	4.77681403848936e-18
BNIP3L	1733.93012649104	1.09889032830721	0.119939783041794	9.16201697583772	5.09362248400512e-20	4.971375544389e-18
CCDC147	211.137128405622	1.19211068824232	0.130209655154942	9.1553171446755	5.41983748711088e-20	5.26206630162221e-18
TSPAN31	4694.07721521715	-0.484365404853963	0.0529828181338762	-9.14193359118944	6.13455055723655e-20	5.89425417271474e-18
POLD2	2071.41672320412	-0.709962599764398	0.0776571174571488	-9.14227340663469	6.11530019081737e-20	5.89425417271474e-18
UTP20	5616.10476234363	-0.526826080549437	0.0576418765492597	-9.13964138726852	6.26597661358155e-20	5.98949847021939e-18
CD163L1	807.839400653649	0.824047281258661	0.0902606855133797	9.12963685763841	6.87294475516572e-20	6.53599423280991e-18
FRMD5	26290.1338354407	-0.623174648304013	0.0682937774637924	-9.12491110386161	7.17951564388392e-20	6.79270092347875e-18
SAMD9	174.463358982168	1.29777487148809	0.142254507801478	9.12290859210721	7.31346490260826e-20	6.88430929715571e-18
GTF2F2	8891.54036593035	-0.511978624675596	0.056182123533343	-9.11283861265492	8.02541418157451e-20	7.51632730217766e-18
MCM3	3327.13716747256	-0.827443070974992	0.0908653124699156	-9.10625901659611	8.52715913810031e-20	7.94611251542373e-18
AEBP1	2828.47303937601	-0.821740723488633	0.0904965301838955	-9.08035613982986	1.08220160994265e-19	1.00341733273883e-17
SDR16C5	202.384703796593	1.33025484216665	0.14654144627779	9.07766966926859	1.10924223895978e-19	1.02337254125722e-17
EXOSC7	5724.82648306226	-0.506477680793588	0.0558180719812505	-9.07372223396959	1.15019076503359e-19	1.05589789835559e-17
RAB3A	1097.01225011912	-0.976474587394328	0.107665987241027	-9.06948064487944	1.19585648929087e-19	1.09241195750788e-17
BAI1	3390.18703662245	0.638818958715966	0.0704489180513562	9.06783207444401	1.21408485686881e-19	1.10362694047918e-17
CYP11A1	97.2505758770766	1.92872182404414	0.212996946101659	9.05516186661008	1.36365382606276e-19	1.23354129514672e-17
CDKN1B	1916.87488632259	1.08158255815933	0.119779017195027	9.02981660300549	1.71959742771571e-19	1.54797158735729e-17
KCTD15	1645.90999751458	-0.752791873535614	0.0834760392354096	-9.01805931894632	1.9145065555722e-19	1.71510191142662e-17
STK32B	94.2747436255394	1.95834894145373	0.217616291755622	8.99909159215394	2.27592981801409e-19	2.0290789685218e-17
MPZL3	719.616828333406	0.974079582327482	0.108318965512352	8.99269650259355	2.4123769450874e-19	2.14043627127755e-17
CALML6	647.767100176131	-0.732983468819576	0.081536399007555	-8.98964729545707	2.48025086650312e-19	2.19017962230638e-17
NRG1	949.623286878799	0.771642396147343	0.0859676286587831	8.97596465304509	2.8087957417067e-19	2.46854541394355e-17
TNIK	6359.49186648399	-0.797126104679494	0.0889431076501235	-8.96220208332677	3.18257920011185e-19	2.78385607013557e-17
CCND1	27202.9568390654	-0.846314630865924	0.0945259421647524	-8.95325253030384	3.45159071509021e-19	3.00499052679027e-17
LIG1	4586.69392945544	-0.745879717131685	0.0833219813373442	-8.95177605189026	3.49808067342017e-19	3.03123401906092e-17
MYO7A	450.966459450718	0.934311419620605	0.104440123277071	8.94590498655344	3.68914339840554e-19	3.18192907814104e-17
CENPV	3093.90108692828	-0.806128388382501	0.0901423884474876	-8.94283369085689	3.79316354051417e-19	3.25650114330069e-17
SORD	3088.35672620934	-0.627645014765668	0.0703121355639452	-8.92655314380059	4.39488435151027e-19	3.75570209282979e-17
MYO19	11408.8749268325	-0.536169505999727	0.0602142178107017	-8.90436719921048	5.36914457864814e-19	4.56722096635097e-17
ANKRD13C	4665.27080540919	0.681619702813894	0.0767466265852395	8.88142884113408	6.60069554163232e-19	5.58919169516118e-17
DNER	516.140972128234	0.792567970522436	0.0896797105236964	8.83776236446496	9.7654712692139e-19	8.23140450983194e-17
SLC2A9	2534.62354769289	0.69097643518067	0.0782229952027756	8.83341827284251	1.01524518628464e-18	8.5188718255486e-17
NUP155	7207.19846289797	-0.481256466654621	0.0545053687424052	-8.82952409567322	1.05122038352242e-18	8.7810048612792e-17
CAPS2	2415.03162020835	0.770488354428375	0.0873307452733131	8.82264719048292	1.11785116672725e-18	9.29570943308974e-17
DNHD1	4029.58056731291	-0.48623171330101	0.0551622091136002	-8.81458014670282	1.20134410419607e-18	9.94541297688029e-17
C1orf220	263.591504798697	1.26197949832128	0.14318937509532	8.81335991222253	1.21449847752652e-18	1.0009626563223e-16
TSFM	2059.07555616213	-0.540789121879593	0.0614155555792253	-8.80540958685918	1.30375594492201e-18	1.06977213462981e-16
REC8	3255.41121009712	-0.703019022305137	0.0798669991273188	-8.8023718179824	1.33954518574159e-18	1.09429629622873e-16
FAIM3	197.059805409816	1.33606404209555	0.152011270517179	8.78924330774907	1.50570657885297e-18	1.22464135080041e-16
