chr,start,end,name,class,TargetGene,TargetGeneTSS,isSelfPromoter,ABC.Score.noAux,ENCODE-rE2G.Score.noAux,ABC.Score.Aux,ENCODE-rE2G.Score.Aux,enhancer_midpoint,DistanceToTSS.Kb
chr11,64970676,64971176,genic|chr11:64970676-64971176,genic,CCND1,69641104,False,2e-06,0.0004352262194626,4e-06,0.0004780423970553,64970926,4670.178
chr11,64971841,64972341,promoter|chr11:64971841-64972341,promoter,CCND1,69641104,False,1e-06,0.01052633598446,3e-06,0.0115109452657794,64972091,4669.013
chr11,64977589,64978089,intergenic|chr11:64977589-64978089,intergenic,CCND1,69641104,False,1e-06,0.0003668556348363,6e-05,0.0004457455980499,64977839,4663.265
chr11,64990027,64990527,promoter|chr11:64990027-64990527,promoter,CCND1,69641104,False,2e-06,0.0087642669458441,0.000202,0.0119023717858074,64990277,4650.827
chr11,64996786,64997286,intergenic|chr11:64996786-64997286,intergenic,CCND1,69641104,False,5e-06,0.0004487832608827,0.000299,0.0005617757800619,64997036,4644.068
chr11,64998111,64998611,intergenic|chr11:64998111-64998611,intergenic,CCND1,69641104,False,3e-06,0.0004554774290327,8e-05,0.0005532000718309,64998361,4642.743
chr11,65001331,65001831,intergenic|chr11:65001331-65001831,intergenic,CCND1,69641104,False,1e-06,0.000458787245124,3e-06,0.0004959654181293,65001581,4639.523
chr11,65006812,65007762,intergenic|chr11:65006812-65007762,intergenic,CCND1,69641104,False,3.5e-05,0.0003700671951411,5.2e-05,0.0004026578706006,65007287,4633.817
chr11,65013421,65015033,promoter|chr11:65013421-65015033,promoter,CCND1,69641104,False,6.3e-05,0.0088823776596441,0.003416,0.0194609002291583,65014227,4626.877
chr11,65026889,65027979,promoter|chr11:65026889-65027979,promoter,CCND1,69641104,False,3.1e-05,0.0088250934710267,5e-05,0.0095991944723614,65027434,4613.67
chr11,65040653,65041677,promoter|chr11:65040653-65041677,promoter,CCND1,69641104,False,3.8e-05,0.008840560995991,4.7e-05,0.0095957874128729,65041165,4599.939
chr11,65050745,65051732,genic|chr11:65050745-65051732,genic,CCND1,69641104,False,4e-06,0.0003764530744714,8.3e-05,0.000459379639426,65051238,4589.866
chr11,65058287,65058787,promoter|chr11:65058287-65058787,promoter,CCND1,69641104,False,2e-06,0.0102309272147911,2e-06,0.0109915681825976,65058537,4582.567
chr11,65061058,65061558,intergenic|chr11:65061058-65061558,intergenic,CCND1,69641104,False,1e-06,0.0004422216127578,6e-05,0.0005330014549524,65061308,4579.796
chr11,65078123,65078623,genic|chr11:65078123-65078623,genic,CCND1,69641104,False,5e-06,0.0003781042628427,0.000262,0.0004790313464411,65078373,4562.731
chr11,65083893,65084643,promoter|chr11:65083893-65084643,promoter,CCND1,69641104,False,3.3e-05,0.0104057224002737,4.9e-05,0.0111587935055307,65084268,4556.836
chr11,65088859,65089359,promoter|chr11:65088859-65089359,promoter,CCND1,69641104,False,2e-06,0.0115518875946794,2e-06,0.0125331556723394,65089109,4551.995
chr11,65089461,65089961,promoter|chr11:65089461-65089961,promoter,CCND1,69641104,False,3e-06,0.010341283119808,5e-06,0.0110571861217292,65089711,4551.393
chr11,65095864,65096423,promoter|chr11:65095864-65096423,promoter,CCND1,69641104,False,1.5e-05,0.0111566127075755,0.000843,0.0157980376014635,65096143,4544.961
chr11,65096440,65096940,promoter|chr11:65096440-65096940,promoter,CCND1,69641104,False,1.3e-05,0.0112083887031823,0.000785,0.0156630124725106,65096690,4544.414
chr11,65110233,65110733,genic|chr11:65110233-65110733,genic,CCND1,69641104,False,4e-06,0.0004996412287997,6e-06,0.0005411187059213,65110483,4530.621
chr11,65111561,65112103,promoter|chr11:65111561-65112103,promoter,CCND1,69641104,False,1.3e-05,0.0110984890467867,1.7e-05,0.0120291877298417,65111832,4529.272
chr11,65112459,65112959,genic|chr11:65112459-65112959,genic,CCND1,69641104,False,8e-06,0.0005193308032076,1.1e-05,0.0005616463983986,65112709,4528.395
chr11,65117488,65118052,promoter|chr11:65117488-65118052,promoter,CCND1,69641104,False,3.1e-05,0.011676716825212,4e-05,0.012628406360333,65117770,4523.334
chr11,65121950,65122501,promoter|chr11:65121950-65122501,promoter,CCND1,69641104,False,3.3e-05,0.0115648143336252,0.00312,0.0262178715599404,65122225,4518.879
chr11,65127897,65128397,genic|chr11:65127897-65128397,genic,CCND1,69641104,False,2e-06,0.0003963464484514,2e-06,0.0004296966540136,65128147,4512.957
chr11,65133202,65133702,genic|chr11:65133202-65133702,genic,CCND1,69641104,False,1e-05,0.0005340299781168,1.1e-05,0.0005810381017044,65133452,4507.652
chr11,65134282,65135353,promoter|chr11:65134282-65135353,promoter,CCND1,69641104,False,6.3e-05,0.011138318066168,9.9e-05,0.0120620845108203,65134817,4506.287
chr11,65150628,65151128,intergenic|chr11:65150628-65151128,intergenic,CCND1,69641104,False,1.8e-05,0.000399475456291,3e-05,0.0004341958582746,65150878,4490.226
chr11,65163758,65164258,intergenic|chr11:65163758-65164258,intergenic,CCND1,69641104,False,1e-06,0.0003976202191396,2e-06,0.0004311694814081,65164008,4477.096
chr11,65169672,65170485,promoter|chr11:65169672-65170485,promoter,CCND1,69641104,False,7e-06,0.0088069787464078,0.000378,0.0114106823348674,65170078,4471.026
chr11,65180810,65182082,promoter|chr11:65180810-65182082,promoter,CCND1,69641104,False,3.3e-05,0.0113537040181794,0.00327,0.0256540522842008,65181446,4459.658
chr11,65182182,65182682,promoter|chr11:65182182-65182682,promoter,CCND1,69641104,False,9e-06,0.0116640098932307,0.000804,0.0173509748043562,65182432,4458.672
chr11,65183485,65183985,genic|chr11:65183485-65183985,genic,CCND1,69641104,False,1e-05,0.0005383728217113,0.0006,0.000775282770715,65183735,4457.369
chr11,65204460,65205213,genic|chr11:65204460-65205213,genic,CCND1,69641104,False,2e-06,0.0004049817484214,0.000168,0.0005126914583651,65204836,4436.268
chr11,65215437,65215937,intergenic|chr11:65215437-65215937,intergenic,CCND1,69641104,False,2e-06,0.0004072745544724,2e-06,0.0004415438892388,65215687,4425.417
chr11,65224847,65225806,intergenic|chr11:65224847-65225806,intergenic,CCND1,69641104,False,7e-06,0.0004072748046045,0.000282,0.0005134162458768,65225326,4415.778
chr11,65250253,65250753,intergenic|chr11:65250253-65250753,intergenic,CCND1,69641104,False,3e-06,0.0004862031274912,0.000243,0.0006566635228076,65250503,4390.601
chr11,65253913,65254413,intergenic|chr11:65253913-65254413,intergenic,CCND1,69641104,False,3e-06,0.000486111140441,0.000232,0.0006554858494018,65254163,4386.941
chr11,65261601,65262120,promoter|chr11:65261601-65262120,promoter,CCND1,69641104,False,2.6e-05,0.0105477945299774,0.002558,0.021885133725016,65261860,4379.244
chr11,65266164,65266664,genic|chr11:65266164-65266664,genic,CCND1,69641104,False,3e-06,0.0005314098302341,4e-06,0.0005758561264715,65266414,4374.69
chr11,65274951,65275451,genic|chr11:65274951-65275451,genic,CCND1,69641104,False,5e-06,0.0005439791445243,6e-06,0.0005887630138349,65275201,4365.903
chr11,65279676,65280506,genic|chr11:65279676-65280506,genic,CCND1,69641104,False,5e-05,0.0005029930357914,6.8e-05,0.0005438798631462,65280091,4361.013
chr11,65307431,65307931,intergenic|chr11:65307431-65307931,intergenic,CCND1,69641104,False,2e-06,0.0004070850429418,3e-06,0.0004414325389823,65307681,4333.423
chr11,65314279,65315067,promoter|chr11:65314279-65315067,promoter,CCND1,69641104,False,1.4e-05,0.0116596799995877,1.7e-05,0.012546781088069,65314673,4326.431
chr11,65315243,65315976,promoter|chr11:65315243-65315976,promoter,CCND1,69641104,False,2.3e-05,0.0115590466233106,0.000987,0.016631551467726,65315609,4325.495
chr11,65316941,65317881,genic|chr11:65316941-65317881,genic,CCND1,69641104,False,1.7e-05,0.0005410258045415,0.000698,0.0007401312239414,65317411,4323.693
chr11,65323920,65324420,intergenic|chr11:65323920-65324420,intergenic,CCND1,69641104,False,1e-06,0.0004088339363781,2e-06,0.0004433289379994,65324170,4316.934
chr11,65329847,65330347,intergenic|chr11:65329847-65330347,intergenic,CCND1,69641104,False,1.7e-05,0.0005176973457067,2.5e-05,0.0005642635532249,65330097,4311.007
chr11,65333503,65334034,promoter|chr11:65333503-65334034,promoter,CCND1,69641104,False,1.3e-05,0.0112788222319328,2e-05,0.0122499559206215,65333768,4307.336
chr11,65354393,65355060,promoter|chr11:65354393-65355060,promoter,CCND1,69641104,False,1.3e-05,0.0088535627445632,0.000525,0.0116011681891884,65354726,4286.378
chr11,65366200,65366700,intergenic|chr11:65366200-65366700,intergenic,CCND1,69641104,False,5e-06,0.0004931670406496,8e-06,0.0005308871644095,65366450,4274.654
chr11,65371025,65371525,intergenic|chr11:65371025-65371525,intergenic,CCND1,69641104,False,3e-06,0.0005041122622044,3e-06,0.000548990167464,65371275,4269.829
chr11,65381636,65382924,promoter|chr11:65381636-65382924,promoter,CCND1,69641104,False,7e-05,0.0112747974502051,0.000112,0.012329905994798,65382280,4258.824
chr11,65386319,65386842,promoter|chr11:65386319-65386842,promoter,CCND1,69641104,False,1.2e-05,0.0119315111167999,0.001172,0.0194614536869313,65386580,4254.524
chr11,65391036,65391536,genic|chr11:65391036-65391536,genic,CCND1,69641104,False,2e-06,0.0005278541395255,3e-06,0.0005728559144422,65391286,4249.818
chr11,65416293,65416793,intergenic|chr11:65416293-65416793,intergenic,CCND1,69641104,False,0.000263,0.0006638192337585,1.4e-05,0.0006238387468389,65416543,4224.561
chr11,65418601,65419389,intergenic|chr11:65418601-65419389,intergenic,CCND1,69641104,False,0.001732,0.0008859445824393,7.4e-05,0.0006353119176365,65418995,4222.109
chr11,65419874,65420374,intergenic|chr11:65419874-65420374,intergenic,CCND1,69641104,False,2.2e-05,0.0005841338214203,3.5e-05,0.0006338977511362,65420124,4220.98
chr11,65421121,65421621,intergenic|chr11:65421121-65421621,intergenic,CCND1,69641104,False,3.5e-05,0.0005831023054591,4.6e-05,0.0006332817622265,65421371,4219.733
chr11,65422084,65423047,promoter|chr11:65422084-65423047,promoter,CCND1,69641104,False,6.3e-05,0.0124036085931531,9.1e-05,0.0134940275798771,65422565,4218.539
chr11,65426457,65428691,genic|chr11:65426457-65428691,genic,CCND1,69641104,False,3.6e-05,0.0005691665352945,5.2e-05,0.0006189376153718,65427574,4213.53
chr11,65429121,65429621,intergenic|chr11:65429121-65429621,intergenic,CCND1,69641104,False,5e-06,0.0005519161069621,7e-06,0.0005995224954759,65429371,4211.733
chr11,65432878,65433378,intergenic|chr11:65432878-65433378,intergenic,CCND1,69641104,False,2e-06,0.0005538038045425,0.000193,0.0007066582073749,65433128,4207.976
chr11,65436330,65437181,intergenic|chr11:65436330-65437181,intergenic,CCND1,69641104,False,2e-06,0.0005060399127312,5e-06,0.0005538899683623,65436755,4204.349
chr11,65440972,65441472,intergenic|chr11:65440972-65441472,intergenic,CCND1,69641104,False,3e-06,0.0005171648704449,0.00011,0.0006271993524988,65441222,4199.882
chr11,65443861,65444652,intergenic|chr11:65443861-65444652,intergenic,CCND1,69641104,False,3e-06,0.0005225230010777,9.1e-05,0.0006276379821756,65444256,4196.848
chr11,65445054,65445554,intergenic|chr11:65445054-65445554,intergenic,CCND1,69641104,False,2e-06,0.000523539666864,7.8e-05,0.0006262710729078,65445304,4195.8
chr11,65446721,65447221,intergenic|chr11:65446721-65447221,intergenic,CCND1,69641104,False,2e-06,0.0005188617638323,7.3e-05,0.0006173962309988,65446971,4194.133
chr11,65448716,65449216,intergenic|chr11:65448716-65449216,intergenic,CCND1,69641104,False,4e-06,0.000523347785741,0.000119,0.0006326727503944,65448966,4192.138
chr11,65453025,65453525,intergenic|chr11:65453025-65453525,intergenic,CCND1,69641104,False,5e-06,0.0005477040564686,6e-06,0.0005920757111288,65453275,4187.829
chr11,65454554,65455485,intergenic|chr11:65454554-65455485,intergenic,CCND1,69641104,False,3.1e-05,0.0005220256285241,4.1e-05,0.0005682684232001,65455019,4186.085
chr11,65457097,65457597,intergenic|chr11:65457097-65457597,intergenic,CCND1,69641104,False,6e-06,0.0005434875528374,1e-05,0.0005875123374414,65457347,4183.757
chr11,65468771,65469271,intergenic|chr11:65468771-65469271,intergenic,CCND1,69641104,False,7e-06,0.0005509687061222,1.2e-05,0.0005998515880857,65469021,4172.083
chr11,65471323,65471823,intergenic|chr11:65471323-65471823,intergenic,CCND1,69641104,False,1.4e-05,0.0005483559084451,2.4e-05,0.0005970638018769,65471573,4169.531
chr11,65472029,65472529,intergenic|chr11:65472029-65472529,intergenic,CCND1,69641104,False,3.9e-05,0.0005615430844701,5.9e-05,0.0006116548384118,65472279,4168.825
chr11,65477031,65478150,intergenic|chr11:65477031-65478150,intergenic,CCND1,69641104,False,0.002073,0.0008782422289549,0.004903,0.0015735032254696,65477590,4163.514
chr11,65479415,65479915,intergenic|chr11:65479415-65479915,intergenic,CCND1,69641104,False,0.000275,0.0006514685922321,0.000501,0.0007878845475406,65479665,4161.439
chr11,65481501,65482001,intergenic|chr11:65481501-65482001,intergenic,CCND1,69641104,False,1.4e-05,0.0005521775878762,1.4e-05,0.0005967254217856,65481751,4159.353
chr11,65487515,65488015,intergenic|chr11:65487515-65488015,intergenic,CCND1,69641104,False,3.5e-05,0.000556403281323,0.001413,0.0008611584159081,65487765,4153.339
chr11,65491700,65492200,intergenic|chr11:65491700-65492200,intergenic,CCND1,69641104,False,3.7e-05,0.000562732032381,4.6e-05,0.0006099830140137,65491950,4149.154
chr11,65492551,65493280,intergenic|chr11:65492551-65493280,intergenic,CCND1,69641104,False,3.5e-05,0.0005708131162918,4.7e-05,0.000619078956518,65492915,4148.189
chr11,65493782,65494282,intergenic|chr11:65493782-65494282,intergenic,CCND1,69641104,False,2.9e-05,0.0005736918111262,4.2e-05,0.000621736861797,65494032,4147.072
chr11,65497318,65497987,promoter|chr11:65497318-65497987,promoter,CCND1,69641104,False,4.9e-05,0.0123070762636549,7.1e-05,0.0133546886510513,65497652,4143.452
chr11,65498337,65499281,genic|chr11:65498337-65499281,genic,CCND1,69641104,False,6.3e-05,0.000562285058062,8.3e-05,0.0006120399570149,65498809,4142.295
chr11,65506621,65507967,promoter|chr11:65506621-65507967,promoter,CCND1,69641104,False,4.7e-05,0.0116235625104033,6.9e-05,0.0125569926188081,65507294,4133.81
chr11,65508165,65508846,intergenic|chr11:65508165-65508846,intergenic,CCND1,69641104,False,1.5e-05,0.0005544391225464,1.9e-05,0.0006003941065109,65508505,4132.599
chr11,65510685,65511185,intergenic|chr11:65510685-65511185,intergenic,CCND1,69641104,False,1.4e-05,0.0005539265516879,1.5e-05,0.0006002962878834,65510935,4130.169
chr11,65516219,65517032,intergenic|chr11:65516219-65517032,intergenic,CCND1,69641104,False,4e-06,0.0004669650661923,5e-06,0.0005237002016511,65516625,4124.479
chr11,65519053,65519553,intergenic|chr11:65519053-65519553,intergenic,CCND1,69641104,False,1e-06,0.0004949869906378,3e-06,0.0005343048478157,65519303,4121.801
chr11,65524514,65525712,promoter|chr11:65524514-65525712,promoter,CCND1,69641104,False,1.9e-05,0.0107815899760315,0.001039,0.0158723294321204,65525113,4115.991
chr11,65527696,65528196,genic|chr11:65527696-65528196,genic,CCND1,69641104,False,1e-06,0.0005327252630682,6.9e-05,0.0006558548856174,65527946,4113.158
chr11,65530051,65530551,genic|chr11:65530051-65530551,genic,CCND1,69641104,False,0.000135,0.000618426067836,3e-06,0.0005733297739763,65530301,4110.803
chr11,65539671,65541304,genic|chr11:65539671-65541304,genic,CCND1,69641104,False,6.7e-05,0.0004177405069352,0.002383,0.0007697905606817,65540487,4100.617
chr11,65546524,65547024,genic|chr11:65546524-65547024,genic,CCND1,69641104,False,8e-06,0.0005273415364035,9e-06,0.0005696446422251,65546774,4094.33
chr11,65550832,65551595,genic|chr11:65550832-65551595,genic,CCND1,69641104,False,1.9e-05,0.0005354558706363,0.000807,0.0007529547499761,65551213,4089.891
chr11,65551972,65552472,genic|chr11:65551972-65552472,genic,CCND1,69641104,False,6e-06,0.0005365085163975,0.000296,0.0006818303384834,65552222,4088.882
chr11,65555728,65556228,genic|chr11:65555728-65556228,genic,CCND1,69641104,False,1.3e-05,0.0005606915538935,2e-05,0.0006085934783544,65555978,4085.126
chr11,65557978,65558478,promoter|chr11:65557978-65558478,promoter,CCND1,69641104,False,1.1e-05,0.0119851520076845,1.7e-05,0.0130041273764915,65558228,4082.876
chr11,65559119,65561116,intergenic|chr11:65559119-65561116,intergenic,CCND1,69641104,False,6.4e-05,0.0005395468459451,9.2e-05,0.0005905794196683,65560117,4080.987
chr11,65569598,65570098,promoter|chr11:65569598-65570098,promoter,CCND1,69641104,False,2.5e-05,0.0120589775897113,3.4e-05,0.0130729918840728,65569848,4071.256
chr11,65570120,65570708,promoter|chr11:65570120-65570708,promoter,CCND1,69641104,False,4.2e-05,0.0119922877328074,6e-05,0.0130228125971606,65570414,4070.69
chr11,65571824,65572727,promoter|chr11:65571824-65572727,promoter,CCND1,69641104,False,2.1e-05,0.0121540215130879,3e-05,0.0131685175969268,65572275,4068.829
chr11,65574166,65574666,genic|chr11:65574166-65574666,genic,CCND1,69641104,False,2e-05,0.0005798739898544,2.8e-05,0.0006286848058655,65574416,4066.688
chr11,65575433,65576287,promoter|chr11:65575433-65576287,promoter,CCND1,69641104,False,1.7e-05,0.0117947979848626,2.3e-05,0.0127775837333647,65575860,4065.244
chr11,65577324,65577824,genic|chr11:65577324-65577824,genic,CCND1,69641104,False,8e-06,0.000567129165545,1.1e-05,0.0006142696831585,65577574,4063.53
chr11,65586705,65587205,genic|chr11:65586705-65587205,genic,CCND1,69641104,False,8.3e-05,0.0005935704188876,0.000208,0.000704814385336,65586955,4054.149
chr11,65588606,65589106,genic|chr11:65588606-65589106,genic,CCND1,69641104,False,0.000206,0.0006083366004552,0.000472,0.0007429971660652,65588856,4052.248
chr11,65593528,65594234,genic|chr11:65593528-65594234,genic,CCND1,69641104,False,3e-06,0.0005289494396162,4e-06,0.0005730554204445,65593881,4047.223
chr11,65595410,65596447,promoter|chr11:65595410-65596447,promoter,CCND1,69641104,False,6e-06,0.0105715523830255,0.000344,0.0137464369411871,65595928,4045.176
chr11,65606900,65607400,genic|chr11:65606900-65607400,genic,CCND1,69641104,False,1.3e-05,0.0004254677496481,1.9e-05,0.0004618568125773,65607150,4033.954
chr11,65613999,65614584,promoter|chr11:65613999-65614584,promoter,CCND1,69641104,False,2.9e-05,0.0119322238784392,0.002605,0.0250569824402433,65614291,4026.813
chr11,65615172,65615854,promoter|chr11:65615172-65615854,promoter,CCND1,69641104,False,5.2e-05,0.0117657293021019,8.1e-05,0.0128163633259592,65615513,4025.591
chr11,65616061,65616561,promoter|chr11:65616061-65616561,promoter,CCND1,69641104,False,8e-06,0.0120133843257459,1.3e-05,0.0130409465287309,65616311,4024.793
chr11,65625932,65626432,genic|chr11:65625932-65626432,genic,CCND1,69641104,False,1e-06,0.0004305668412845,2e-06,0.0004668946810342,65626182,4014.922
chr11,65637700,65639190,promoter|chr11:65637700-65639190,promoter,CCND1,69641104,False,2.6e-05,0.0089366455243239,0.00105,0.0131775405499574,65638445,4002.659
chr11,65643986,65644486,genic|chr11:65643986-65644486,genic,CCND1,69641104,False,4e-06,0.0005613879234427,6e-06,0.0006030926024382,65644236,3996.868
chr11,65646834,65647831,genic|chr11:65646834-65647831,genic,CCND1,69641104,False,0.001215,0.0008001165823983,0.001128,0.0008342031314116,65647332,3993.772
chr11,65651474,65651974,intergenic|chr11:65651474-65651974,intergenic,CCND1,69641104,False,8e-06,0.0005787893819297,0.000328,0.0007320719541209,65651724,3989.38
chr11,65652452,65653251,intergenic|chr11:65652452-65653251,intergenic,CCND1,69641104,False,3.4e-05,0.0005368000854877,0.00146,0.0008464269818886,65652851,3988.253
chr11,65662722,65663730,promoter|chr11:65662722-65663730,promoter,CCND1,69641104,False,4.7e-05,0.0089814311943082,7.3e-05,0.0097834053478967,65663226,3977.878
chr11,65680172,65680672,intergenic|chr11:65680172-65680672,intergenic,CCND1,69641104,False,1e-06,0.0004345792410613,5.5e-05,0.0005254470770748,65680422,3960.682
chr11,65695766,65696266,intergenic|chr11:65695766-65696266,intergenic,CCND1,69641104,False,3e-06,0.0004342353948136,7.8e-05,0.0005218646669009,65696016,3945.088
chr11,65706234,65706734,intergenic|chr11:65706234-65706734,intergenic,CCND1,69641104,False,2e-06,0.0004335600575375,0.000114,0.0005336347917269,65706484,3934.62
chr11,65711738,65712830,promoter|chr11:65711738-65712830,promoter,CCND1,69641104,False,8.4e-05,0.0090623706740086,0.003694,0.0204169559310429,65712284,3928.82
chr11,65720035,65721188,promoter|chr11:65720035-65721188,promoter,CCND1,69641104,False,2.9e-05,0.0089599489291623,3.4e-05,0.0097171052055829,65720611,3920.493
chr11,65736749,65737249,intergenic|chr11:65736749-65737249,intergenic,CCND1,69641104,False,4.8e-05,0.0004958690498443,6.4e-05,0.0005258963442628,65736999,3904.105
